LINC01346_1	694insula-Adult.plus	758medullaOblongata-Adult.plus	498carcinoidCellLine-aNCI-H1770.plus	932postcentralGyrus-Adult.plus	516cervix-Adult.plus	626frontalLobe-Adult.plus	866nucleusAccumbens-Adult.plus	908parietalLobe-Adult.plus	96ClontechHumanUniversalReferenceTotalRNA.plus	732locusCoeruleus-Adult.plus	966seminalVesicle.plus	148Fibroblast-SkinNormal.plus	446amygdala-Adult.plus	1040temporalLobe-Adult.plus	36CD14-bCD16-bMonocytes.plus	150Fibroblast-SkinSpinalMuscularAtrophy.plus	482brain-Adult.plus	756medialTemporalGyrus-Adult.plus	324SmallAirwayEpithelialCells.plus	52CD14-bMonocytes-TreatedWithIFN-0-bN-hexane.plus
LINC01777_1	1060testis-Adult.plus	96ClontechHumanUniversalReferenceTotalRNA.plus	146Fibroblast-SkinDystrophiaMyotonica.plus	822migratoryLangerhansCells.plus	50CD14-bMonocytes-TreatedWithGroupAStreptococci.plus	214MastCell.plus	222MeningealCells.plus	34CD14-bCD16-Monocytes.plus	124Fibroblast-AorticAdventitial.plus	148Fibroblast-SkinNormal.plus	210MastCell-cExpanded.plus	40CD14-bMonocytes-MockTreated.plus	58CD14-bMonocytes-TreatedWithTrehaloseDimycolateTDM.plus	216Melanocyte-Dark.plus	682hepatocellularCarcinomaCellLine-aHepG2ENCODE.plus	24BLymphoblastoidCellLine-aGM12878ENCODE.plus	54CD14-bMonocytes-TreatedWithLipopolysaccharide.plus	94CiliaryEpithelialCells.plus	170Hep-2CellsMockTreated-cBiol.plus	324SmallAirwayEpithelialCells.plus
LINC01646_1	1060testis-Adult.plus	96ClontechHumanUniversalReferenceTotalRNA.plus	1040temporalLobe-Adult.plus	822migratoryLangerhansCells.plus	118EndothelialCells-Vein.plus	148Fibroblast-SkinNormal.plus	166HairFollicleDermalPapillaCells.plus	316SkeletalMuscleCells.plus	324SmallAirwayEpithelialCells.plus	756medialTemporalGyrus-Adult.plus	774mesenchymalPrecursorCell-Adipose.plus	20Astrocyte-Cerebellum.plus	24BLymphoblastoidCellLine-aGM12878ENCODE.plus	36CD14-bCD16-bMonocytes.plus	40CD14-bMonocytes-MockTreated.plus	44CD14-bMonocytes-TreatedWithBCG.plus	50CD14-bMonocytes-TreatedWithGroupAStreptococci.plus	60CD14-bMonocytes.plus	70CD4-bCD25-CD45RA-MemoryConventionalTCellsExpanded.plus	72CD4-bCD25-CD45RA-bNaiveConventionalTCells.plus
LINC01714_1	306SABiosciencesXpressRefHumanUniversalTotalRNA.plus	368UniversalRNA-HumanNormalTissuesBiochain.plus	924placenta-Adult.plus	324SmallAirwayEpithelialCells.plus	728liver-Adult.plus	700kidney-Fetal.plus	12AmnioticEpithelialCells.plus	10AlveolarEpithelialCells.plus	946renalCellCarcinomaCellLine-aOS-RC-2.plus	642giantCellCarcinomaCellLine-aLU65.plus	682hepatocellularCarcinomaCellLine-aHepG2ENCODE.plus	276PlacentalEpithelialCells.plus	528chorionicMembraneCells.plus	604epitheloidCarcinomaCellLine-aHelaS3ENCODE.plus	684hepatomaCellLine-aLi-7.plus	928pleomorphicHepatocellularCarcinomaCellLine-aSNU-387.plus	34CD14-bCD16-Monocytes.plus	270Pericytes.plus	474bladder-Adult.plus	570ductalCellCarcinomaCellLine-aKLM-1.plus
RERE-AS1_1	50CD14-bMonocytes-TreatedWithGroupAStreptococci.plus	822migratoryLangerhansCells.plus	150Fibroblast-SkinSpinalMuscularAtrophy.plus	1060testis-Adult.plus	78CD4-bCD25-bCD45RA-MemoryRegulatoryTCellsExpanded.plus	214MastCell.plus	374WholeBloodRibopure.plus	24BLymphoblastoidCellLine-aGM12878ENCODE.plus	58CD14-bMonocytes-TreatedWithTrehaloseDimycolateTDM.plus	86CD8-bTCells.plus	124Fibroblast-AorticAdventitial.plus	146Fibroblast-SkinDystrophiaMyotonica.plus	260OlfactoryEpithelialCells.plus	784mesenchymalPrecursorCell-OvarianCancerRightOvary.plus	206MammaryEpithelialCell.plus	252NeuralStemCells.plus	254Neurons.plus	362Synoviocyte.plus	522choriocarcinomaCellLine-aBeWo.plus	692immatureLangerhansCells.plus
ENO1-AS1_1	1060testis-Adult.plus	96ClontechHumanUniversalReferenceTotalRNA.plus	580embryonicKidneyCellLine-aHEK293.plus	24BLymphoblastoidCellLine-aGM12878ENCODE.plus	214MastCell.plus	78CD4-bCD25-bCD45RA-MemoryRegulatoryTCellsExpanded.plus	30Burkitt-7sLymphomaCellLine.plus	72CD4-bCD25-CD45RA-bNaiveConventionalTCells.plus	604epitheloidCarcinomaCellLine-aHelaS3ENCODE.plus	124Fibroblast-AorticAdventitial.plus	20Astrocyte-Cerebellum.plus	40CD14-bMonocytes-MockTreated.plus	250NaturalKillerCells.plus	320SkeletalMuscleSatelliteCells.plus	324SmallAirwayEpithelialCells.plus	22Astrocyte-CerebralCortex.plus	148Fibroblast-SkinNormal.plus	170Hep-2CellsMockTreated-cBiol.plus	34CD14-bCD16-Monocytes.plus	86CD8-bTCells.plus
LNCTAM34A_1	324SmallAirwayEpithelialCells.plus	150Fibroblast-SkinSpinalMuscularAtrophy.plus	960salivaryAcinarCells.plus	146Fibroblast-SkinDystrophiaMyotonica.plus	78CD4-bCD25-bCD45RA-MemoryRegulatoryTCellsExpanded.plus	206MammaryEpithelialCell.plus	116EndothelialCells-UmbilicalVein.plus	124Fibroblast-AorticAdventitial.plus	148Fibroblast-SkinNormal.plus	372UrothelialCells.plus	778mesenchymalPrecursorCell-Cardiac.plus	198LymphaticEndothelialCellsResponseToVEGFC-c00hr00min-cBiol.plus	260OlfactoryEpithelialCells.plus	268PancreaticStromalCells.plus	292ProstateStromalCells.plus	24BLymphoblastoidCellLine-aGM12878ENCODE.plus	188Keratinocyte-Epidermal.plus	190Keratinocyte-Oral.plus	288ProstateEpithelialCells.plus	28BronchialEpithelialCell.plus
MIR34AHG_1	821migratoryLangerhansCells.minus	23BLymphoblastoidCellLine-aGM12878ENCODE.minus	681hepatocellularCarcinomaCellLine-aHepG2ENCODE.minus	149Fibroblast-SkinSpinalMuscularAtrophy.minus	1055testicularGermCellEmbryonalCarcinomaCellLine-aNEC15.minus	77CD4-bCD25-bCD45RA-MemoryRegulatoryTCellsExpanded.minus	123Fibroblast-AorticAdventitial.minus	201Macrophage-MonocyteDerived.minus	37CD14-bMonocyteDerivedEndothelialProgenitorCells.minus	145Fibroblast-SkinDystrophiaMyotonica.minus	147Fibroblast-SkinNormal.minus	323SmallAirwayEpithelialCells.minus	209MastCell-cExpanded.minus	115EndothelialCells-UmbilicalVein.minus	959salivaryAcinarCells.minus	73CD4-bCD25-CD45RA-bNaiveConventionalTCellsExpanded.minus	133Fibroblast-Gingival.minus	325SmoothMuscleCells-Aortic.minus	777mesenchymalPrecursorCell-Cardiac.minus	337SmoothMuscleCells-Colonic.minus
MIR34AHG_2	283Preadipocyte-Subcutaneous.minus	285Preadipocyte-Visceral.minus	929pons-Adult.minus	953rhabdomyosarcomaCellLine-aKYM-1.minus	783mesenchymalPrecursorCell-OvarianCancerRightOvary.minus	907parietalLobe-Adult.minus	873occipitalPole-Adult.minus	821migratoryLangerhansCells.minus	315SkeletalMuscleCells.minus	931postcentralGyrus-Adult.minus	779mesenchymalPrecursorCell-OvarianCancerLeftOvary.minus	777mesenchymalPrecursorCell-Cardiac.minus	773mesenchymalPrecursorCell-Adipose.minus	221MeningealCells.minus	905paracentralGyrus-Adult.minus	731locusCoeruleus-Adult.minus	757medullaOblongata-Adult.minus	319SkeletalMuscleSatelliteCells.minus	723liposarcomaCellLine-aKMLS-1.minus	625frontalLobe-Adult.minus
MIR34AHG_3	149Fibroblast-SkinSpinalMuscularAtrophy.minus	757medullaOblongata-Adult.minus	283Preadipocyte-Subcutaneous.minus	319SkeletalMuscleSatelliteCells.minus	821migratoryLangerhansCells.minus	221MeningealCells.minus	285Preadipocyte-Visceral.minus	1039temporalLobe-Adult.minus	1059testis-Adult.minus	315SkeletalMuscleCells.minus	907parietalLobe-Adult.minus	323SmallAirwayEpithelialCells.minus	373WholeBloodRibopure.minus	873occipitalPole-Adult.minus	693insula-Adult.minus	931postcentralGyrus-Adult.minus	145Fibroblast-SkinDystrophiaMyotonica.minus	929pons-Adult.minus	625frontalLobe-Adult.minus	681hepatocellularCarcinomaCellLine-aHepG2ENCODE.minus
LINC02606_1	757medullaOblongata-Adult.minus	559corpusCallosum-Adult.minus	1039temporalLobe-Adult.minus	693insula-Adult.minus	907parietalLobe-Adult.minus	215Melanocyte-Dark.minus	731locusCoeruleus-Adult.minus	269Pericytes.minus	865nucleusAccumbens-Adult.minus	929pons-Adult.minus	1061thalamus-Adult.minus	625frontalLobe-Adult.minus	873occipitalPole-Adult.minus	291ProstateStromalCells.minus	931postcentralGyrus-Adult.minus	905paracentralGyrus-Adult.minus	755medialTemporalGyrus-Adult.minus	1059testis-Adult.minus	19Astrocyte-Cerebellum.minus	133Fibroblast-Gingival.minus
LINC02606_2	727liver-Adult.minus	697kidney-Adult.minus	699kidney-Fetal.minus	179Hepatocyte.minus	287ProstateEpithelialCells.minus	1003smallIntestine-Adult.minus	205MammaryEpithelialCell.minus	349SmoothMuscleCells-PulmonaryArtery.minus	593endometrioidAdenocarcinomaCellLine-aJHUEM-1.minus	631gallBladderCarcinomaCellLine-aTGBC2TKB.minus	681hepatocellularCarcinomaCellLine-aHepG2ENCODE.minus	771merkelCellCarcinomaCellLine-aMS-1.minus	923placenta-Adult.minus	979skeletalMuscle-Adult.minus	999smallCellLungCarcinomaCellLine-aNCI-H82.minus	1Adipocyte-Breast.minus	13AnulusPulposusCell.minus	19Astrocyte-Cerebellum.minus	27BronchialEpithelialCell.minus	39CD14-bMonocytes-MockTreated.minus
PIK3CD-AS1_1	23BLymphoblastoidCellLine-aGM12878ENCODE.minus	463bCellLine-aRPMI1788.minus	1021splenicLymphomaWithVillousLymphocytesCellLine-aSLVL.minus	255Neutrophils.minus	373WholeBloodRibopure.minus	417acuteMyeloidLeukemiaFABM5CellLine-aTHP-1Thawed.minus	415acuteMyeloidLeukemiaFABM5CellLine-aTHP-1Revived.minus	33CD14-bCD16-Monocytes.minus	29Burkitt-7sLymphomaCellLine.minus	413acuteMyeloidLeukemiaFABM5CellLine-aTHP-1Fresh.minus	925plasmaCellLeukemiaCellLine-aARH-77.minus	101DendriticCells-Plasmacytoid.minus	747lymphoma-cMalignant-cHairyB-cellCellLine.minus	831myelodysplasticSyndromeCellLine-aSKM-1.minus	35CD14-bCD16-bMonocytes.minus	39CD14-bMonocytes-MockTreated.minus	1019spleen-Fetal.minus	397acuteMyeloidLeukemiaFABM2CellLine-aNKM-1.minus	273PeripheralBloodMononuclearCells.minus	405acuteMyeloidLeukemiaFABM4eoCellLine-aEoL-1.minus
PIK3CD-AS2_1	307Saos-2OsteosarcomaTreatedWithAscorbicAcidAndBGPToInduceCalcification-c00hr00min-cBiol.minus	29Burkitt-7sLymphomaCellLine.minus	537chronicMyelogenousLeukemiaCellLine-aK562ENCODE.minus	607extraskeletalMyxoidChondrosarcomaCellLine-aH-EMC-SS.minus	435adrenalCortexAdenocarcinomaCellLine-aSW-13.minus	681hepatocellularCarcinomaCellLine-aHepG2ENCODE.minus	591endometrialStromalSarcomaCellLine-aOMC-9.minus	219Melanocyte.minus	215Melanocyte-Dark.minus	995smallCellLungCarcinomaCellLine-aDMS144.minus	259OlfactoryEpithelialCells.minus	19Astrocyte-Cerebellum.minus	341SmoothMuscleCells-Esophageal.minus	145Fibroblast-SkinDystrophiaMyotonica.minus	269Pericytes.minus	133Fibroblast-Gingival.minus	149Fibroblast-SkinSpinalMuscularAtrophy.minus	463bCellLine-aRPMI1788.minus	747lymphoma-cMalignant-cHairyB-cellCellLine.minus	21Astrocyte-CerebralCortex.minus
LINC01647_1	580embryonicKidneyCellLine-aHEK293.plus	374WholeBloodRibopure.plus	54CD14-bMonocytes-TreatedWithLipopolysaccharide.plus	58CD14-bMonocytes-TreatedWithTrehaloseDimycolateTDM.plus	308Saos-2OsteosarcomaTreatedWithAscorbicAcidAndBGPToInduceCalcification-c00hr00min-cBiol.plus	914penis.plus	972serousAdenocarcinomaCellLine-aSK-OV-3-RAfterCo-cultureWithSOC-57-02-G.plus	1060testis-Adult.plus	2Adipocyte-Breast.plus	24BLymphoblastoidCellLine-aGM12878ENCODE.plus	36CD14-bCD16-bMonocytes.plus	38CD14-bMonocyteDerivedEndothelialProgenitorCells.plus	44CD14-bMonocytes-TreatedWithBCG.plus	48CD14-bMonocytes-TreatedWithCryptococcus.plus	52CD14-bMonocytes-TreatedWithIFN-0-bN-hexane.plus	68CD4-bCD25-CD45RA-MemoryConventionalTCells.plus	82CD4-bCD25-bCD45RA-bNaiveRegulatoryTCellsExpanded.plus	98CornealEpithelialCells.plus	130Fibroblast-Conjunctival.plus	146Fibroblast-SkinDystrophiaMyotonica.plus
LINC01784_1	1059testis-Adult.minus	95ClontechHumanUniversalReferenceTotalRNA.minus	75CD4-bCD25-bCD45RA-MemoryRegulatoryTCells.minus	133Fibroblast-Gingival.minus	285Preadipocyte-Visceral.minus	305SABiosciencesXpressRefHumanUniversalTotalRNA.minus	385acuteLymphoblasticLeukemiaT-ALLCellLine-aHPB-ALL.minus	577duraMater-Adult.minus	23BLymphoblastoidCellLine-aGM12878ENCODE.minus	33CD14-bCD16-Monocytes.minus	45CD14-bMonocytes-TreatedWithCandida.minus	47CD14-bMonocytes-TreatedWithCryptococcus.minus	51CD14-bMonocytes-TreatedWithIFN-0-bN-hexane.minus	73CD4-bCD25-CD45RA-bNaiveConventionalTCellsExpanded.minus	115EndothelialCells-UmbilicalVein.minus	141Fibroblast-PeriodontalLigament.minus	171Hep-2CellsTreatedWithStreptococciStrain5448-cBiol.minus	179Hepatocyte.minus	217Melanocyte-Light.minus	315SkeletalMuscleCells.minus
TMEM51-AS1_1	681hepatocellularCarcinomaCellLine-aHepG2ENCODE.minus	505cerebellum-Adult.minus	443amnioticMembraneCells.minus	637gastricCancerCellLine-aAZ521.minus	551colonCarcinomaCellLine-aCOLO-320.minus	897pancreas-Adult.minus	999smallCellLungCarcinomaCellLine-aNCI-H82.minus	575duodenum.minus	1051testicularGermCellEmbryonalCarcinomaCellLine-aITO-II.minus	699kidney-Fetal.minus	757medullaOblongata-Adult.minus	933prostate-Adult.minus	1001smallCellLungCarcinomaCellLine-aWA-hT.minus	1053testicularGermCellEmbryonalCarcinomaCellLine-aNEC14.minus	159H9EmbryoidBodyCells-cMelanocyticInduction-cDay00-cBiol.minus	441alveolarCellCarcinomaCellLine-aSW1573.minus	287ProstateEpithelialCells.minus	373WholeBloodRibopure.minus	949retina-Adult.minus	1003smallIntestine-Adult.minus
EMC1-AS1_1	24BLymphoblastoidCellLine-aGM12878ENCODE.plus	604epitheloidCarcinomaCellLine-aHelaS3ENCODE.plus	538chronicMyelogenousLeukemiaCellLine-aK562ENCODE.plus	308Saos-2OsteosarcomaTreatedWithAscorbicAcidAndBGPToInduceCalcification-c00hr00min-cBiol.plus	250NaturalKillerCells.plus	682hepatocellularCarcinomaCellLine-aHepG2ENCODE.plus	30Burkitt-7sLymphomaCellLine.plus	214MastCell.plus	78CD4-bCD25-bCD45RA-MemoryRegulatoryTCellsExpanded.plus	212MastCell-cExpandedAndStimulated.plus	86CD8-bTCells.plus	84CD4-bTCells.plus	506cerebellum-Adult.plus	274PeripheralBloodMononuclearCells.plus	72CD4-bCD25-CD45RA-bNaiveConventionalTCells.plus	324SmallAirwayEpithelialCells.plus	74CD4-bCD25-CD45RA-bNaiveConventionalTCellsExpanded.plus	1070thymus-Fetal.plus	758medullaOblongata-Adult.plus	1068thymus-Adult.plus
UBXN10-AS1_1	213MastCell.minus	209MastCell-cExpanded.minus	73CD4-bCD25-CD45RA-bNaiveConventionalTCellsExpanded.minus	211MastCell-cExpandedAndStimulated.minus	545colon-Adult.minus	537chronicMyelogenousLeukemiaCellLine-aK562ENCODE.minus	421acuteMyeloidLeukemiaFABM6CellLine-aEEB.minus	387acuteLymphoblasticLeukemiaT-ALLCellLine-aJurkat.minus	757medullaOblongata-Adult.minus	1003smallIntestine-Adult.minus	1059testis-Adult.minus	605esophagus-Adult.minus	77CD4-bCD25-bCD45RA-MemoryRegulatoryTCellsExpanded.minus	731locusCoeruleus-Adult.minus	1067thymus-Adult.minus	71CD4-bCD25-CD45RA-bNaiveConventionalTCells.minus	625frontalLobe-Adult.minus	1039temporalLobe-Adult.minus	907parietalLobe-Adult.minus	931postcentralGyrus-Adult.minus
PINK1-AS_1	123Fibroblast-AorticAdventitial.minus	149Fibroblast-SkinSpinalMuscularAtrophy.minus	235MesenchymalStemCells-Wharton-7sJelly.minus	291ProstateStromalCells.minus	145Fibroblast-SkinDystrophiaMyotonica.minus	343SmoothMuscleCells-InternalThoracicArtery.minus	347SmoothMuscleCells-Prostate.minus	269Pericytes.minus	279Preadipocyte-Omental.minus	681hepatocellularCarcinomaCellLine-aHepG2ENCODE.minus	197LymphaticEndothelialCellsResponseToVEGFC-c00hr00min-cBiol.minus	147Fibroblast-SkinNormal.minus	307Saos-2OsteosarcomaTreatedWithAscorbicAcidAndBGPToInduceCalcification-c00hr00min-cBiol.minus	527chorionicMembraneCells.minus	517cholangiocellularCarcinomaCellLine-aHuH-28.minus	777mesenchymalPrecursorCell-Cardiac.minus	831myelodysplasticSyndromeCellLine-aSKM-1.minus	141Fibroblast-PeriodontalLigament.minus	243Myoblast.minus	259OlfactoryEpithelialCells.minus
LINC01635_1	23BLymphoblastoidCellLine-aGM12878ENCODE.minus	77CD4-bCD25-bCD45RA-MemoryRegulatoryTCellsExpanded.minus	1059testis-Adult.minus	821migratoryLangerhansCells.minus	75CD4-bCD25-bCD45RA-MemoryRegulatoryTCells.minus	83CD4-bTCells.minus	221MeningealCells.minus	27BronchialEpithelialCell.minus	71CD4-bCD25-CD45RA-bNaiveConventionalTCells.minus	133Fibroblast-Gingival.minus	149Fibroblast-SkinSpinalMuscularAtrophy.minus	213MastCell.minus	319SkeletalMuscleSatelliteCells.minus	365TrachealEpithelialCells.minus	35CD14-bCD16-bMonocytes.minus	59CD14-bMonocytes.minus	123Fibroblast-AorticAdventitial.minus	249NaturalKillerCells.minus	145Fibroblast-SkinDystrophiaMyotonica.minus	373WholeBloodRibopure.minus
LINC01355_1	145Fibroblast-SkinDystrophiaMyotonica.minus	391acuteMyeloidLeukemiaFABM1CellLine-aHYT-1.minus	577duraMater-Adult.minus	811mesotheliomaCellLine-aNCI-H226.minus	7Adipocyte-Subcutaneous.minus	33CD14-bCD16-Monocytes.minus	37CD14-bMonocyteDerivedEndothelialProgenitorCells.minus	115EndothelialCells-UmbilicalVein.minus	343SmoothMuscleCells-InternalThoracicArtery.minus	357SmoothMuscleCells-UmbilicalVein.minus	361Synoviocyte.minus	473bladder-Adult.minus	501carcinosarcomaCellLine-aJHUCS-1.minus	503caudateNucleus-Adult.minus	575duodenum.minus	639gastrointestinalCarcinomaCellLine-aECC12.minus	685hereditarySpherocyticAnemiaCellLine-aWIL2-NS.minus	755medialTemporalGyrus-Adult.minus	851neuroectodermalTumorCellLine-aFU-RPNT-2.minus	853neuroectodermalTumorCellLine-aTASK1.minus
